url,data,like
https://yellotalk.co/yell/67610959,onsssssss,1 0
https://yellotalk.co/yell/67610960,เล่น rov กานนนน,1 0
https://yellotalk.co/yell/67610961,กดหมายแรงงงานจะยากไหมเนี่ยกลัววว,1 0
https://yellotalk.co/yell/67610962,คนเชียงใหม่ เดิมไม่ใช่คนไทยหรอ ทำไมยุดยาต้องรบกับเชียงใหม่,2 0
https://yellotalk.co/yell/67610965,อยากเป็นไก่จะได้ไม่ต้องอ่านนส,0 0
https://yellotalk.co/yell/67610966,ไม่ชอบโดนคนอื่นเมิน แต่ทำไมชอบเมินคนอื่น?,1 0
https://yellotalk.co/yell/67610967,อยากแว๊นๆไปภูทับเบิกมาก,9 0
https://yellotalk.co/yell/67610968,อยากเลียหี,0 0
https://yellotalk.co/yell/67610969,ขายฟิล์มเปล่าโพลาลอยค้าบ สนใจทักได้คับ,1 0
https://yellotalk.co/yell/67610971,กุทำทุกอย่างเพื่อให้มีแฟนละมึง ดูแลตัวเอง แต่งหน้าแต่งตัว เล่นแอพ เข้าหาผช กุทำหมดละมึง ชาติที่แล้ใกุไปสาบานว่าจะรักใครคนเดียวไว้ป่ะ โอ๊ยยย กุท้อ,5 0
https://yellotalk.co/yell/67610972,ปวดท้องปจด.ทรมานมากคุรน้า,6 0
https://yellotalk.co/yell/67610973,หาคอลเสียวครับ,0 0
https://yellotalk.co/yell/67610974,คนเรามันจะชอบผ่านtextโดยไม่เห็นหน้าได้จริงๆเหรอวะ,4 0
https://yellotalk.co/yell/67610976,ผู้ชายต้องช่วยตัวเองวันละสี่ห้ารอบจริงหรอ งงกับแฟนมาก,2 0
https://yellotalk.co/yell/67610977,ปกติชักว่าวกี่นาทีแตก,3 0
https://yellotalk.co/yell/67610978,อยากมีคนคุยที่ไม่หายอะ,0 0
https://yellotalk.co/yell/67610979,ปกติตั้งชื่อกลุ่มไลน์ว่าไรกัน,2 0
https://yellotalk.co/yell/67610980,หุ่นชั้นหนุบหนับขึ้นง่ะ,3 0
https://yellotalk.co/yell/67610981,ตั้งวอที่เขารีวิวหลายคนว่าโดนเย สรุปชั้นแห้งเหมือนเดิม55555,0 0
https://yellotalk.co/yell/67610982,มวล.ใีครไป Diddy partyมาบ้าง,6 2
https://yellotalk.co/yell/67610983,ขอกำลังใจหน่อย พนสอบจ่ายยา🥹😂,4 0
https://yellotalk.co/yell/67610984,ใครเคยมีฟิลคิดถึงทุกวันแต่ให้ย้อนกลับไปก็ไม่เอาบ้าง,1 0
https://yellotalk.co/yell/67610985,จีหลุมกันค่ะ,4 0
https://yellotalk.co/yell/67610986,กุมีแฟนไม่ได้หรอก มีกุก็รำคาญเขา,2 0
https://yellotalk.co/yell/67610987,คงมีอีกหลายคนที่สันดานแบบอีตั๊ก,0 0
https://yellotalk.co/yell/67610988,คาริน่าตัวจริงต้องสวยมากแน่ๆอะ,3 2
https://yellotalk.co/yell/67610989,ฝนตกหนาวมาก อยากได้คนกอดด,0 0
https://yellotalk.co/yell/67610990,เป็นสิวซ้ำๆที่เดิมไปปรึกษาเภสัชได้ปะ,2 0
https://yellotalk.co/yell/67610991,หาคนคอล ขอคนมหาลัยค่ะ,1 0
https://yellotalk.co/yell/67610992,ค่าไฟคอนโดเดือนนี้532,3 0
https://yellotalk.co/yell/67610993,ฝนหยุดยัง,1 0
https://yellotalk.co/yell/67610994,หุ่นประมาณไหนถึงเรียกว่าชับบี้คะ,7 0
https://yellotalk.co/yell/67610995,อยากสมัครงานบริษัทดังๆอะทำไง บอที่ทำอยู่โบราณเว่อ,2 0
https://yellotalk.co/yell/67610996,กรึ่มๆกำลังอยากคุย แต่ขี้เกียจคุย 😓,0 0
https://yellotalk.co/yell/67610997,หล่อมากกุจะบ้า,0 0
https://yellotalk.co/yell/67610998,ได้เล่นเกมกับนักแสดงซีรีส์ช่อง gmm รู้จักผ่านรุ่นพี่ แล้วคือในตี้เกมมี 5 คน เขาบอกฝันดีกุคนเดียว กุจะบร้า เขินมาก กี๊ดๆๆๆ,4 0
https://yellotalk.co/yell/67610999,ฝนตกร้อนเหมือนเดิม,0 0
https://yellotalk.co/yell/67611002,มึงเห็นกูเป็นเพื่อนปะ เอาจริง,1 0
https://yellotalk.co/yell/67611003,มันพอจะมีสนามสอบอื่นนอกจากพวก สอวน สวช มั้ยคะ😭,0 0
https://yellotalk.co/yell/67611004,มีใครสนใจกระเป๋าหนังสีดำไหมค้าบ​👜 พอดีเราซื้อมาซ้ำกัน​ ทักมาสอบถามได้นะคะ,0 0
https://yellotalk.co/yell/67611005,หุ้นสหรัฐกูไม่ไหวละ ขอบาย😂😂,0 0
https://yellotalk.co/yell/67611006,นอนละเด้อ ฝันดีออล !,1 0
https://yellotalk.co/yell/67611007,กรีกโยเกิร์ตโฮมเมด ผลไม้สดๆฉ่ำๆค้าบ มีกรีกรสสตอเบอรี่ด้วยน้าา ครอฟเฟิ้ลหน้าผลไม้ก็มีน้าาา ฝากร้านด้วยนะงับ👇👇👇🙏,1 0
https://yellotalk.co/yell/67611008,ไม่มีพี่grab รับออเดอร์เลยหรอ😔,3 0
https://yellotalk.co/yell/67611009,รับถ่ายรูปโพลาลอยด์💪🏻✅,5 0
https://yellotalk.co/yell/67611011,ขอให้ความเสียใจ หายไปกับสายฝน😞,3 5
https://yellotalk.co/yell/67611012,ใครมีอพชบั้มบาร์มั้ยงับ ขอที,1 0
https://yellotalk.co/yell/67611013,ปล่อยเบบี้ทรีผลไม้ต่อ 200 บีคั้บบ เปิดจุ่มแล้วได้น้องสตอเบอร์รี่กั๊บบ,4 0
https://yellotalk.co/yell/67611014,หนอนด้วงรวยขนาดนั้น 5ล้านเอง,1 0
https://yellotalk.co/yell/67611015,กูเพิ่งมารู้ว่าเขาพยายามกับกูมากขนาดไหนอะมึงงง,4 0
https://yellotalk.co/yell/67611017,อยากผิวแทนอะ 😭,4 0
https://yellotalk.co/yell/67611018,หาเพื่อนคุย,5 1
https://yellotalk.co/yell/67611019,เหงาจาง,0 0
https://yellotalk.co/yell/67611020,มีใครในฟิฟปล่อยเทียนเป่าเค้กต่อมั้ยคะะ,2 0
https://yellotalk.co/yell/67611021,มีใครรับหิ้วม้ายย,1 0
https://yellotalk.co/yell/67611022,คุยกับคนที่ยังมีแฟนเก่าตามติด ทำยังไงดี,3 0
https://yellotalk.co/yell/67611023,ขอที่ระบายนิสนึงเน้อ,0 1
https://yellotalk.co/yell/67611024,หาเพื่อนพิมพ์คุยปกติหมีชาย,4 0
https://yellotalk.co/yell/67611026,อยากมีพี่สาวอะ หมี 23,0 0
https://yellotalk.co/yell/67611027,ซื้ออะไรเป็นของขสัญวันเกิดให้เพื่อนญเราดี เคยซื้อนิยาย ตุ๊กตา ให้แล้ว ของเราเพื่อนซื้อนิยาย เสื้อกันหนาว รองเท้าให้,5 0
https://yellotalk.co/yell/67611028,หาเพื่อนคอลตอนขับรถกลับบ้านค่า ขอ ช วัยทำงาน น่ารักๆยิ่งดี5555,8 0
https://yellotalk.co/yell/67611029,มีผชหุ่นดี เง่นไหม หมี ญ,6 0
https://yellotalk.co/yell/67611030,เหมือนเขาจะมีใจ แต่ดูแล้วเราน่าจะคิดไปเอง🥹,2 0
https://yellotalk.co/yell/67611031,ทำไมร้านอร่อยขายแค่ตอนกลางคืน ตอนเช้าก็อยากกินบ้าง 😭,2 0
https://yellotalk.co/yell/67611032,หาคนคอล หมี เลขสามละ,11 0
https://yellotalk.co/yell/67611033,ถ้าสั่งแอร์พอดมาขายในกลุ่มลดสัก500จะออกไวไหม,2 0
https://yellotalk.co/yell/67611034,คอลคุย ig หลุมกัน 3 คนครับ,2 0
https://yellotalk.co/yell/67611035,สายสุขภาพ มาคอลคุยกันค่ะ,5 0
https://yellotalk.co/yell/67611036,เป็นสาววิศวะ ทำไมแพทย์ชอบมาจีบ ในแอพหาคู่มีแต่หมอที่ชอยทักมาา อาชีพอื่นน้อยมาก,2 0
https://yellotalk.co/yell/67611037,อยากเจอผี,4 0
https://yellotalk.co/yell/67611038,บลัฟคนอื่นได้แค่เรื่องภาษานั่นแหละ พูดคล่องกว่าจริงค่ะ แต่ให้พูดเรื่องงาน เนื้อหางาน เป็นเอ๋อเลย ภาษาที่ใช้บลัฟเขาช่วยไรได้บ้างอะ ภูมิใจจังเลย,10 -1
https://yellotalk.co/yell/67611039,หาของหวานตอนนี้,0 0
https://yellotalk.co/yell/67611040,ห้องร้องเพลงมะกี้หายไปไหนแน้ะ,0 1
https://yellotalk.co/yell/67611041,หาตอกครับ,8 0
https://yellotalk.co/yell/67611043,หาคนคุยจากในเยล แล้วไปเห็นเขาแปะไอจีโพสต์คุยเสวในเยล เพราะนี่คือเยล,1 0
https://yellotalk.co/yell/67611044,ขอหยุมพุงหน่อยดินกม่วง เดี๋ยวให้ขนมนกเลีย,3 0
https://yellotalk.co/yell/67611045,นึกว่าอิ่มตัวจากพวกถ่ายลั่นละ เจอคนนี้เข้าไปกลับวงการเลยกู,0 0
https://yellotalk.co/yell/67611046,หาเพื่อนค่ะ เราไปแค่ช่วงสอบ เหง๋าาา อยากมีเพื่อนช่วยกันเรียน,3 0
https://yellotalk.co/yell/67611047,อีพวกแอ๊บๆ ทำเป็นคนดีนี่นะ กูทำสันดานแตกมาหลายคนละ,1 1
https://yellotalk.co/yell/67611048,☕นมเหนียวกาแฟ ชาเขียว ชาไทย โกโก้ มาการอง ผักอบกรอบ ปังกรอบเนยหนึบ🥔มันทอด🧅หอมทอด✨💖,1 1
https://yellotalk.co/yell/67611049,เสียงหล่อพอไหมครับ พอดีหน้า*** 🤣🤣🤣,10 0
https://yellotalk.co/yell/67611051,หาคนคุยคับ อนาคตถ้ามันดีจะคุยแบบจริงจัง ขออายุ 24+ คับ,7 0
https://yellotalk.co/yell/67611052,หาญรับงาน,0 0
https://yellotalk.co/yell/67611053,โดนเพื่อนผชล้อว่สขาใหญ่เหมือนไปเตะบอล ท,3 0
https://yellotalk.co/yell/67611054,กุถามผชว่าไม่อยากคุยกับกุหรอ อีสัสตรงๆแมนๆเลย กุขกนอย มันบอก เที่ยงคืนเเล้ว พน ทำงาน เออจริง555555555,0 1
https://yellotalk.co/yell/67611055,หาตี้ rov,4 0
https://yellotalk.co/yell/67611056,เอากันกี่รอบต่อกี่รอบ จนท้องจนมีลูก จะมาเขินอะไรอีก ตลก,1 0
https://yellotalk.co/yell/67611057,เหงาชห,0 1
https://yellotalk.co/yell/67611058,น้ำหนักขึ้น 😭,2 0
https://yellotalk.co/yell/67611059,ลูกชิ้นทอด เป๊าะเปี๊ย ชีสไบร์ท เกี๊ยวไข่นก เกี๊ยวหมู ไส้กรอกแดง ร้านปิดตี 4 นะคับ พิกัดตลาด KU,1 0
https://yellotalk.co/yell/67611060,เพื่อน ผช ชอบพูดเล่นแรงๆแบบบู้จี้หน้าอ่ะ แล้วเราไม่โอเคมันบอกเราคิดมากไปมันแค่เล่น คือเราคิดมากไปหรอ แต่เราไม่ตลกอ่ะ,7 0
https://yellotalk.co/yell/67611061,อยากได้แฟนเป็นคนที่แบกวาโลวันนี้👀,0 0
https://yellotalk.co/yell/67611062,อยากเป็นคนแซ่บค่ะคุณเจ๊ แต่เป็นได้แค่หมูอ้วน 😭,0 0
https://yellotalk.co/yell/67611063,สัสคุยกันงุ้งงิ้งๆ บอกกูเป็นเพื่อนกันไปนานๆนะ เพื่อนบ้างมึงอะ ออกไป๊,1 1
https://yellotalk.co/yell/67611064,มีญเล่าเรื่องแซ่บตัวเองได้ปะ,0 0
https://yellotalk.co/yell/67611065,คนขอไม่ได้ คนที่ไม่ได้ชอบขอมักจะได้มาก เช่น พี่นะคะ เต็มใจให้ดูววมากกว่าใคร,0 0
https://yellotalk.co/yell/67611066,สอบถามหน่อยครับใครเรียนวิศวะ โยธา-ชลประทานบ้างครับรีวิวหน่อยจะซิ่วไปครับ,6 0
https://yellotalk.co/yell/67611067,อยากรู้ว่าทุกคนโตมาเหนื่อยกับชีวิตบ้างมั้ยคะ ทำไงให้หายเหนื่อย,5 1
https://yellotalk.co/yell/67611069,อยากมีเพื่อนคุยสบายใจๆ ไว้ใจได้สักคน คนที่พร้อมรับฟังเราร้องไห้ คนที่ไม่ตัดสินเราก่อน,8 0
https://yellotalk.co/yell/67611070,รีเจนซี่ลังละเท่าไหร่,0 0
https://yellotalk.co/yell/67611071,เล่นดอเรียตัวที่เพื่อนหยิบมาคอมโบคือเอวสุกับวีร่าแงงมันไม่คุ้มที่จะเล่นอ่ะ,9 0
https://yellotalk.co/yell/67611072,ชช นอนหมดยาง,0 0
https://yellotalk.co/yell/67611073,น้ำเต้าหู้มาลัยแมนวันนี้มามั้ย,0 0
https://yellotalk.co/yell/67611074,มีใครพอแนะนำเกี่ยวกับคณะวนศาสตร์ มก.มั้ยพวกการเรียน การสอบเข้า สอบสัมภาษณ์ประมาณนี้อ่ะ,3 0
https://yellotalk.co/yell/67611076,หา สาว คอล อ้อน,0 0
https://yellotalk.co/yell/67611077,"BUNNY🐰💖
☆ ถุงยางอนามัย ที่ตรวจครรภ์
☆ เจลหล่อลื่น เจลกระตุ้น แผ่นเช็ดชะลอการหลั่ง
☆ บราปีกนก บราดูม ปิดจุก เทปกันโป๊
☆ ทิชชู่ ผ้าอนามัย แผ่นแปะสิว & clear nose
สั่งได้น้า พร้อมส่งคั้บ💐🖖🏻",1 0
https://yellotalk.co/yell/67611078,หาคนคุยครับ make friends โหน่ย,1 0
https://yellotalk.co/yell/67611079,เหงาๆคุยกันครับ,1 0
https://yellotalk.co/yell/67611080,กลางวันโคตรร้อนนนน กลางคืนฝนตก,0 0
https://yellotalk.co/yell/67611081,อย่าให้ความสดใสหายไป เพียงเพราะคนใจร้ายคนนึง,1 4
https://yellotalk.co/yell/67611082,คอลคุย ig หลุมกัน 3 คนครับ,4 1
https://yellotalk.co/yell/67611083,ทำไมเพื่อนถึงได้คนคุยง่ายกว่าเรา อ๋อ เราเก็บตัวไม่ค่อยกล้าคุยจบจ้าาา,0 0
https://yellotalk.co/yell/67611084,หาเพื่อนๆที่เหงาๆเข้าดิสครับ มาคุยกันได้นะhttps://discord.gg/ckZ9GPER,0 0
https://yellotalk.co/yell/67611086,หอเมเจอร์ขายสัญญาได้ไหม,0 0
https://yellotalk.co/yell/67611087,อิจฉาพวกเกิดปีมังกรทองอ่ะ แม่เกิดกุช้า 5 เดือน แงงงฝ,2 0
https://yellotalk.co/yell/67611088,พี่ตากล้องที่ใส่แว่นมีคนที่ชอบยัง,8 0
https://yellotalk.co/yell/67611089,มีสาวน่ารักบ้างไหมนะแถวนี้,0 0
https://yellotalk.co/yell/67611090,อ่านไม่ตอบหรอ กูก็ทำได้ เดี๋ยวกูทำบ้าง,0 1
https://yellotalk.co/yell/67611092,ผช เสียงเพราะ ให้เกียรติ ชอบพัฒนาตัวเอง คุยกัน,7 1
https://yellotalk.co/yell/67611093,หาผชโทรจีจี,1 0
https://yellotalk.co/yell/67611094,"So, kiss me 💋",0 0
https://yellotalk.co/yell/67611095,เครียดซิ้อหวยไป2580฿อะเยอะสุดในชีวิต,4 0
https://yellotalk.co/yell/67611096,หมูปลาร้าตลาด ku ปิดยังคะ,1 0
https://yellotalk.co/yell/67611097,มีใครเคยใช้ก้านไม้หอม baab มั้ยคะ แนะนำกลิ่นหน่อยค่ะ,0 0
https://yellotalk.co/yell/67611098,เรางอนเขาเพียงเพราะเขาจำพี่เราไม่ได้ทั้งๆที่วันนั้นเขายังคุยกับพี่เราอยู่เลย เราเลยถามว่ามีอะไรที่จำได้มั้ยเกี่ยวกับเรา เขาก็เงียบ มันงี่เง่าป่ะ,1 0
https://yellotalk.co/yell/67611099,เสื้อแบรนด์ชายไทยนอกจากurtheแบบถูกๆมีแบรนไหนบ้าง,0 0
https://yellotalk.co/yell/67611100,ใครมีพาร์ทไทม์ให้มำไหมคะ แค่2อาทิตย์🥹,0 0
https://yellotalk.co/yell/67611101,คนทำAff link แค่มีคนกดลิ้งดข้าไปดูเขาจะได้เงินมั้ยอะ,4 0
https://yellotalk.co/yell/67611102,หัวพอตกลิ่นไหนอร่อยๆบ้างคับ,0 0
https://yellotalk.co/yell/67611103,แรงค์rov,2 0
https://yellotalk.co/yell/67611104,เมื่อไหร่เกรดซ่อมบชจะออกน้อ5555555555,0 0
https://yellotalk.co/yell/67611105,หาคนคอลค่าาา,3 0
https://yellotalk.co/yell/67611106,มีใครมีเครื่องคิดเลขให้ยืมมั้ยคะ พรุ่งนี้สอบstat แงๆๆ อยู่หอVsค่ะ,6 0
https://yellotalk.co/yell/67611109,อยากมีคนคุยจังคั้บ,3 0
https://yellotalk.co/yell/67611110,ชอบสาว30+,0 0
https://yellotalk.co/yell/67611111,ขอกำลังใจที่ต้องเรียนเดือดๆแถมต้องอยู่กับความtoxicในห้องเรียนหน่อยค่ะ 🥹,3 1
https://yellotalk.co/yell/67611112,หาคนเล่น roblox ด้วยค่ะ 🫰🏻🫰🏻😈😈😈🚨🚨🚨💀💀💀💪🏻💪🏻💪🏻,15 0
https://yellotalk.co/yell/67611113,สลับกันเป็นโค้ช ไม่รอดทั้งคู่เลย,0 0
https://yellotalk.co/yell/67611114,SPกันมั้ยครับ,0 0
https://yellotalk.co/yell/67611115,"หมูปิ้งโบราณปลาร้าแซ่บนัว🤤
ซี่โครงย่างเปื่อยๆ เนื้อย่างลุยไฟ หมูแดดทอดโรยเจียว 
ข้าวผัดเนื้อ,แหนม,ไข่ แหนมย่าง ไส้อั่วย่าง เนื้อผัดกระเทียม, น้ำมันหอย📣",1 0
https://yellotalk.co/yell/67611116,พอไม่คุยเสวก็ไม่มีใครคุยด้วยจริงๆนะ🥲,14 0
https://yellotalk.co/yell/67611117,ไปไม่รอดแล้ว,0 0
https://yellotalk.co/yell/67611118,ขอวิธีขึ้นยังไงไม่ให้ปวดขา ไอสัสขึ้นแต่ละทีคือแบบปวดหน้าขาไปหมด,1 0
https://yellotalk.co/yell/67611119,ปกติไม่หาคนคอลในเยล ช่วงนี้หงุดหงิดเลยเข้าเยล,0 0
https://yellotalk.co/yell/67611120,ดูบลีชละคือตาลูเคียใหญ่มาก,0 0
https://yellotalk.co/yell/67611121,เครียดอ่ะไม่ชอบคำนวนไม่เก่งด้วยและภาษาอ่อนมากแต่อยากเรียนโลจิสอ่ะจะรอดมั้ยแนะนำทีใครที่เรียนโลจิสอยู่หรือจบแล้ว🥲🥲🥲,4 0
https://yellotalk.co/yell/67611122,"📣อีโต้บิน - หมูกรอบเบคอน
 ส่งฟรี🚗💨
- หมูกรอบเบคอน
- หมูแดงฮ่องกง ฉ่ำๆ
- ข้าวหน้าหมูกรอบเบคอน
- ข้าวปลิดวิญญาน
- หมูปลาร้า S/M/L",1 0
https://yellotalk.co/yell/67611123,คิดถึงคนคุยเก่า,1 1
